Date,Low,Open,Volume,High,Close,Adjusted Close
04/01/2021,34.63999939,36.15000153,2167100,36.22999954,34.90000153,34.90000153
05/01/2021,34.5,35.04000092,1814500,35.36000061,35.04000092,35.04000092
06/01/2021,35.66999817,35.70999908,3357300,37.15999985,36.58000183,36.58000183
07/01/2021,35.91999817,36.84000015,2516900,36.95999908,36.24000168,36.24000168
08/01/2021,35.68999863,36.43000031,4449800,36.50999832,36.43999863,36.43999863
11/01/2021,35.81000137,36.18000031,1763900,36.58000183,36.16999817,36.16999817
12/01/2021,35.90999985,36.31999969,2256600,36.52999878,36.36999893,36.36999893
13/01/2021,35.56999969,36.24000168,1333700,36.74000168,35.61000061,35.61000061
14/01/2021,35.04000092,35.68999863,2005200,35.77999878,35.22000122,35.22000122
15/01/2021,34.29000092,34.97000122,1968000,35.09000015,34.68999863,34.68999863
19/01/2021,34.15999985,35.08000183,2961800,35.40000153,34.18000031,34.18000031
20/01/2021,33.50999832,33.97000122,2885800,34.70000076,34.59000015,34.59000015
21/01/2021,34.15999985,34.54999924,2409500,35.22999954,34.36999893,34.36999893
22/01/2021,32.95000076,33.79000092,4254800,33.93000031,33.31000137,33.31000137
25/01/2021,32.72000122,32.99000168,2443200,33.43000031,33.36999893,33.36999893
26/01/2021,32.81000137,33.50999832,2696000,33.84000015,32.90000153,32.90000153
27/01/2021,31.54000092,32.70000076,3579000,32.93000031,31.57999992,31.57999992
28/01/2021,31.32999992,31.81999969,7977900,32.24000168,31.95000076,31.95000076
29/01/2021,31.22999954,31.68000031,2789600,31.87999916,31.40999985,31.40999985
01/02/2021,31.28000069,31.5,6979000,32.15000153,32.02000046,32.02000046
02/02/2021,32.25999832,32.31999969,2809700,33.36999893,33.15000153,33.15000153
03/02/2021,32.63000107,33.09999847,1893400,33.45999908,32.70000076,32.70000076
04/02/2021,32.79999924,32.79999924,1482100,33.72000122,33.38999939,33.38999939
05/02/2021,33.52999878,33.74000168,1553800,34.15999985,33.79999924,33.79999924
08/02/2021,33.20000076,33.88999939,5159700,34.15000153,34.15000153,34.15000153
09/02/2021,34.15999985,34.29999924,3030000,35.15000153,35.09999847,35.09999847
10/02/2021,34.22999954,35.91999817,3619500,36.02000046,34.88999939,34.88999939
11/02/2021,34.75999832,34.88000107,3204500,35.93999863,35.56000137,35.56000137
12/02/2021,34.77999878,35.54000092,2570200,36.09000015,35.15000153,35.15000153
16/02/2021,34.40999985,35.34000015,1970500,35.49000168,34.90999985,34.90999985
17/02/2021,34.84999847,34.86999893,2272700,35.61999893,35.34999847,35.34999847
18/02/2021,34.90000153,35.15000153,2129700,35.56000137,34.91999817,34.91999817
19/02/2021,34.72999954,34.99000168,3886800,35.31000137,35.09000015,35.09000015
22/02/2021,34.81999969,35.11000061,3548200,35.68000031,35.15999985,35.15999985
23/02/2021,34.90999985,35.47000122,5447300,35.52000046,35.15000153,35.15000153
24/02/2021,35.20999908,35.20999908,8969300,36.27000046,35.56999969,35.56999969
25/02/2021,35.36999893,35.99000168,4313000,36.33000183,35.49000168,35.49000168
26/02/2021,35.36000061,35.45000076,4665000,36.29000092,35.81999969,35.81999969
01/03/2021,35.81000137,36.40999985,5809900,36.77999878,35.90999985,35.90999985
02/03/2021,35.61999893,35.84999847,5289300,36.63999939,36.36999893,36.36999893
03/03/2021,35.95999908,36.75999832,5345400,37.02999878,36.20999908,36.20999908
04/03/2021,35.40000153,36.36999893,4797200,36.45999908,35.70000076,35.70000076
05/03/2021,35.09000015,36.08000183,4405500,36.49000168,36.36999893,36.36999893
08/03/2021,36.40000153,36.61000061,2796400,37.61999893,37.22000122,37.22000122
09/03/2021,36.34000015,36.75,2096500,37.34000015,36.74000168,36.74000168
10/03/2021,36.66999817,36.79999924,1533700,37.5,37.09999847,37.09999847
11/03/2021,36.72000122,37.00999832,1525700,37.13000107,36.99000168,36.99000168
12/03/2021,36.99000168,37.09999847,1811000,37.66999817,37.61999893,37.61999893
15/03/2021,37.27000046,37.59999847,1301400,38.09000015,38.09000015,38.09000015
16/03/2021,37.52000046,37.79000092,1609800,37.91999817,37.86000061,37.86000061
17/03/2021,37.24000168,37.93000031,1550000,38.04999924,37.59999847,37.59999847
18/03/2021,36.65999985,36.86000061,1910400,38.38000107,37.63000107,37.63000107
19/03/2021,36.70000076,37.43000031,2757600,37.66999817,36.90999985,36.90999985
22/03/2021,36.20999908,36.5,1448000,36.90000153,36.63000107,36.63000107
23/03/2021,36.43000031,36.43000031,1625200,36.93000031,36.77000046,36.77000046
24/03/2021,36.88999939,36.88999939,1885200,37.79000092,37.25,37.25
25/03/2021,36.81999969,37.20999908,1547100,38.25,38.20999908,38.20999908
26/03/2021,38.15999985,38.31999969,1274300,38.81000137,38.77999878,38.77999878
29/03/2021,38.41999817,38.81999969,1575500,39.09999847,38.84999847,38.84999847
30/03/2021,38.52000046,39.13999939,1961300,39.22999954,39.15999985,39.15999985
31/03/2021,38.27000046,39,2725300,39.34000015,38.36999893,38.36999893
01/04/2021,38.15000153,38.33000183,2432400,39.45000076,39.40999985,39.40999985
05/04/2021,39.40999985,39.5,1489300,39.97000122,39.61999893,39.61999893
06/04/2021,39.20999908,39.68999863,1806900,40.00999832,39.93000031,39.93000031
07/04/2021,39.63000107,39.93000031,1231000,40.29000092,40.27000046,40.27000046
08/04/2021,39.63999939,39.95999908,1372600,40.20000076,40.06000137,40.06000137
09/04/2021,39.74000168,40.52999878,1403800,40.58000183,40.06000137,40.06000137
12/04/2021,39.75,40.27000046,1375600,40.36999893,40,40
13/04/2021,39.45999908,39.61999893,1382400,39.90999985,39.84999847,39.84999847
14/04/2021,39.70999908,39.93999863,1064200,40.45999908,40.11000061,40.11000061
15/04/2021,40.00999832,40.06000137,1532400,40.45000076,40.31000137,40.31000137
16/04/2021,39.86999893,40.63999939,1403700,40.66999817,40.08000183,40.08000183
19/04/2021,39.61999893,40.47999954,1165000,40.47999954,39.70000076,39.70000076
20/04/2021,39.04000092,39.59999847,1221600,39.68000031,39.24000168,39.24000168
21/04/2021,39.22000122,39.36000061,1081600,39.88999939,39.88999939,39.88999939
22/04/2021,39.41999817,39.81000137,1043600,39.86000061,39.63999939,39.63999939
23/04/2021,39.59999847,39.77000046,749000,40.15999985,39.99000168,39.99000168
26/04/2021,39.93999863,39.93999863,1077900,40.43000031,40.15000153,40.15000153
27/04/2021,39.88000107,39.88000107,1389200,40.56999969,40.49000168,40.49000168
28/04/2021,39.33000183,40.84999847,1912200,41.27999878,39.49000168,39.49000168
29/04/2021,39.41999817,39.52000046,2282200,40.22999954,40.13999939,40.13999939
30/04/2021,39.65000153,40.08000183,1756200,40.25,39.70999908,39.70999908
03/05/2021,39.97999954,40.13000107,1349000,40.43999863,40.13999939,40.13999939
04/05/2021,39.84999847,40.13000107,1611700,40.45999908,40.25999832,40.25999832
05/05/2021,39.18000031,40.20000076,1692500,40.31000137,40.18999863,40.18999863
06/05/2021,39.27000046,40.47999954,1769900,40.61999893,39.77000046,39.77000046
07/05/2021,39.33000183,39.40999985,2052700,40.86999893,40.79000092,40.79000092
10/05/2021,39.88999939,41,1735500,41.11000061,39.91999817,39.91999817
11/05/2021,39.22000122,39.66999817,1805300,40.02000046,39.58000183,39.58000183
12/05/2021,39.02000046,39.49000168,1674700,39.95000076,39.13000107,39.13000107
13/05/2021,38.75,38.81999969,1295200,39.99000168,39.91999817,39.91999817
14/05/2021,39.95000076,40.25999832,2324200,40.45000076,40.18999863,40.18999863
17/05/2021,39.58000183,39.90000153,1460300,40.45999908,40.41999817,40.41999817
18/05/2021,39.91999817,40.38000107,1497900,40.54000092,40.16999817,40.16999817
19/05/2021,39.38000107,39.72999954,1886300,40.04000092,40,40
20/05/2021,39.72999954,40.04000092,773600,40.38000107,40.27000046,40.27000046
21/05/2021,39.75999832,40.49000168,1058300,40.77000046,39.93000031,39.93000031
24/05/2021,39.65000153,40.06000137,1432000,40.18999863,39.93000031,39.93000031
25/05/2021,39.09999847,39.95999908,1132600,40.11999893,39.16999817,39.16999817
26/05/2021,38.93000031,39.13999939,1059700,39.41999817,38.99000168,38.99000168
27/05/2021,39.13999939,39.47999954,2525700,39.79000092,39.68000031,39.68000031
28/05/2021,39.45999908,39.99000168,1188900,40,39.88999939,39.88999939
01/06/2021,39.54000092,40,2292400,40.18000031,39.86000061,39.86000061
02/06/2021,39.20000076,39.79999924,1531900,39.84000015,39.45000076,39.45000076
03/06/2021,39.02999878,39.18000031,1292200,39.56999969,39.47999954,39.47999954
04/06/2021,39.13000107,39.38999939,1064600,39.68999863,39.63999939,39.63999939
07/06/2021,39.16999817,39.16999817,2555400,39.81000137,39.70999908,39.70999908
08/06/2021,39.06000137,39.68000031,1435400,39.72000122,39.56999969,39.56999969
09/06/2021,39.00999832,39.38999939,2309700,39.50999832,39.06000137,39.06000137
10/06/2021,39,39.40000153,1530500,39.54999924,39.00999832,39.00999832
11/06/2021,38.93000031,39.11999893,1954000,39.29999924,39.29000092,39.29000092
14/06/2021,38.99000168,39.31999969,1381900,39.40000153,39.13999939,39.13999939
15/06/2021,38.90000153,39.11999893,1585300,39.74000168,39.52999878,39.52999878
16/06/2021,39.27999878,39.38999939,1973600,39.68999863,39.38999939,39.38999939
17/06/2021,38.33000183,39.36000061,2488700,39.63999939,38.50999832,38.50999832
18/06/2021,36.97999954,37.97999954,3403000,38.20000076,37.11999893,37.11999893
21/06/2021,37.27000046,37.45000076,1950400,38.02000046,37.90000153,37.90000153
22/06/2021,37.70000076,37.93999863,2002000,38.24000168,38.00999832,38.00999832
23/06/2021,37.97000122,38.09000015,2129400,38.70999908,38.38999939,38.38999939
24/06/2021,38.40000153,38.45000076,2031600,38.99000168,38.84000015,38.84000015
25/06/2021,38.72000122,38.84000015,4114000,39.43000031,39.29999924,39.29999924
28/06/2021,38.52000046,39.29000092,1278900,39.38000107,38.75999832,38.75999832
29/06/2021,38.66999817,38.84000015,1281800,39.08000183,38.88999939,38.88999939
30/06/2021,38.75,38.86999893,2118100,39.13999939,38.93999863,38.93999863
01/07/2021,38.95999908,39.13000107,1892900,40.18000031,39.95000076,39.95000076
02/07/2021,39.38999939,40.02999878,1505100,40.25,39.50999832,39.50999832
06/07/2021,38.45000076,39.36000061,1523500,39.41999817,38.79999924,38.79999924
07/07/2021,38.52000046,38.59000015,1041400,39.13000107,39.02000046,39.02000046
08/07/2021,37.40000153,38.56999969,2808500,38.56999969,37.61999893,37.61999893
09/07/2021,37.95999908,38.13000107,1891600,38.56000137,38.5,38.5
12/07/2021,38.04999924,38.22000122,1133100,38.63000107,38.38000107,38.38000107
13/07/2021,37.47000122,38.31000137,1091700,38.34999847,37.54000092,37.54000092
14/07/2021,37.43000031,37.70000076,1646500,37.90999985,37.75,37.75
15/07/2021,37.33000183,37.40999985,961800,38.08000183,37.97999954,37.97999954
16/07/2021,37.86999893,38.04999924,939000,38.22999954,38.08000183,38.08000183
19/07/2021,36.52999878,37.54000092,1849400,37.77000046,36.81999969,36.81999969
20/07/2021,36.91999817,37.04000092,2634400,38.40000153,37.88999939,37.88999939
21/07/2021,38.24000168,38.24000168,1035900,38.81000137,38.47999954,38.47999954
22/07/2021,37.93000031,38.34000015,1074800,38.38999939,38.13000107,38.13000107
23/07/2021,38.25,38.54000092,1039800,38.63999939,38.52999878,38.52999878
26/07/2021,38.38000107,38.43000031,1137700,38.88999939,38.70999908,38.70999908
27/07/2021,38.22999954,38.47999954,1709900,38.84000015,38.52999878,38.52999878
28/07/2021,37.77999878,38.66999817,2041300,38.79000092,38.06000137,38.06000137
29/07/2021,37.75,38.59000015,4177400,38.75999832,38.5,38.5
30/07/2021,38.5,38.61000061,2488500,39.45000076,39,39
02/08/2021,39,39.18000031,3166400,39.65999985,39.20999908,39.20999908
03/08/2021,38.59000015,39.45000076,2236600,39.72000122,39.34000015,39.34000015
04/08/2021,39.02999878,39.15999985,1311100,40.00999832,39.41999817,39.41999817
05/08/2021,39.34999847,39.59000015,1219700,40,39.99000168,39.99000168
06/08/2021,40.24000168,40.40999985,1050300,40.66999817,40.58000183,40.58000183
09/08/2021,40.24000168,40.56000137,1090500,40.75999832,40.54000092,40.54000092
10/08/2021,40.45999908,40.47999954,1127100,41.16999817,40.77999878,40.77999878
11/08/2021,40.61999893,40.79999924,1488900,41.66999817,41.52000046,41.52000046
12/08/2021,41.34000015,41.5,1405400,41.88000107,41.65999985,41.65999985
13/08/2021,41.63000107,41.79999924,1198100,41.91999817,41.77999878,41.77999878
16/08/2021,41.27000046,41.47999954,993000,41.95999908,41.81000137,41.81000137
17/08/2021,41.68000031,41.79999924,1172600,42.36000061,41.90000153,41.90000153
18/08/2021,41.63000107,41.77000046,1133300,42.16999817,41.68000031,41.68000031
19/08/2021,41.27000046,41.38000107,1077700,41.88999939,41.65999985,41.65999985
20/08/2021,41.38000107,41.59999847,1722700,42.15000153,42.09999847,42.09999847
23/08/2021,41.97000122,42.08000183,1078100,42.38000107,42.09999847,42.09999847
24/08/2021,42.00999832,42.04999924,2186300,42.54000092,42.04000092,42.04000092
25/08/2021,41.90000153,41.95000076,1615800,42.31999969,42.08000183,42.08000183
26/08/2021,41.36999893,42.16999817,1375100,42.18999863,41.38999939,41.38999939
27/08/2021,41.40999985,41.81000137,2677900,41.97000122,41.75,41.75
30/08/2021,41.16999817,41.75999832,1544600,41.99000168,41.25,41.25
31/08/2021,40.93999863,41.16999817,1876400,41.49000168,41.09999847,41.09999847
01/09/2021,40.45999908,41.06000137,1156100,41.18999863,40.47000122,40.47000122
02/09/2021,39.45000076,40.40999985,1740200,40.41999817,39.61000061,39.61000061
03/09/2021,39.11000061,39.54999924,1975200,39.72000122,39.43000031,39.43000031
07/09/2021,38.70000076,39.40999985,2280800,39.40999985,39,39
08/09/2021,38.77000046,38.91999817,2883500,40.04000092,39.97000122,39.97000122
09/09/2021,39.47000122,40,2384600,40.47000122,39.52000046,39.52000046
10/09/2021,38.90999985,39.79000092,1623200,39.88999939,38.93999863,38.93999863
13/09/2021,39.16999817,39.27999878,2359600,40.02999878,39.88999939,39.88999939
14/09/2021,39.15999985,39.95000076,1953100,40.24000168,39.25999832,39.25999832
15/09/2021,38.81999969,39.13000107,2510200,39.59999847,39.34000015,39.34000015
16/09/2021,39.13000107,39.47999954,1979500,39.59000015,39.15999985,39.15999985
17/09/2021,39,39.13000107,4357600,39.47999954,39.29999924,39.29999924
20/09/2021,38.38999939,38.93999863,1960400,39.20000076,38.84999847,38.84999847
21/09/2021,38.65999985,39.09000015,1287400,39.20999908,38.72999954,38.72999954
22/09/2021,38.91999817,39.09000015,1727000,39.25,39.02000046,39.02000046
23/09/2021,38.95999908,39.22000122,1557900,39.54999924,39,39
24/09/2021,38.81000137,39.06999969,6199100,39.27000046,39.18000031,39.18000031
27/09/2021,39.34000015,39.43000031,2456000,39.68999863,39.36000061,39.36000061
28/09/2021,38.31999969,39.22999954,2308700,39.59999847,38.38999939,38.38999939
